"author_handle","likes","mentions","permalink","shares","source_favorites","source_followers","source_following","tags","main"
"Poulard17300","0.0","","https://www.twitter.com/Poulard17300/status/923258424120545286","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345977301t  #sulfoxaflor #flupyradifurone"
"alice_gambetta","0.0","","https://www.twitter.com/alice_gambetta/status/923205704621744128","0.0","234.0","279","714.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345909585t  #sulfoxaflor #flupyradifurone"
"DespaigneElyane","0.0","","https://www.twitter.com/DespaigneElyane/status/923245518834331648","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345962806t  #sulfoxaflor #flupyradifurone"
"paddylille","0.0","","https://www.twitter.com/paddylille/status/923238354916986884","0.0","2.0","221","826.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345954033t  #sulfoxaflor #flupyradifurone"
"MmeCbrucat","0.0","","https://www.twitter.com/MmeCbrucat/status/923252287090413568","0.0","489.0","55","563.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345970038t  #sulfoxaflor #flupyradifurone"
"immafrenchfri","0.0","","https://www.twitter.com/immafrenchfri/status/923251511873941510","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345969319t  #sulfoxaflor #flupyradifurone"
"PinardNormand","0.0","","https://www.twitter.com/PinardNormand/status/923256169782751232","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345974003t  #sulfoxaflor #flupyradifurone ;tuer"
"goldmantravaux","0.0","","https://www.twitter.com/goldmantravaux/status/923252355054952448","0.0","608.0","139","337.0","['abeilles', 'honey', 'miel', 'planete']","Les abeilles je vous aimes😍😍😍😍🐝 donc je vous laisse m'en lassée 😍 miel 🍯 planète 🌎 écosystème nature #abeilles #miel #honey #planete"
"vero7098","0.0","","https://www.twitter.com/vero7098/status/923155897165197312","0.0","2718.0","56","286.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345836864t  #sulfoxaflor #flupyradifurone"
"CharlesDusch","0.0","","https://www.twitter.com/CharlesDusch/status/923164471748677632","0.0","5.0","47","195.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345844802t  #sulfoxaflor #flupyradifurone"
"delphgillet","0.0","","https://www.twitter.com/delphgillet/status/923284943647772672","0.0","2.0","11","23.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346008505t  #sulfoxaflor #flupyradifurone"
"jegauthier","0.0","","https://www.twitter.com/jegauthier/status/923286570110631936","0.0","30.0","44","312.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346010427t  #sulfoxaflor #flupyradifurone"
"MichelDANTIN","1.0","['PE_FRANCE', 'EPIntergroup_SD', 'EUBeeWeek', 'PPE_FR']","https://www.twitter.com/MichelDANTIN/status/923223482745458690","1.0","430.0","8747","1324.0","['BeeWeek', 'abeilles']","Très heureux de reprendre la présidence de la #BeeWeek 2018 du @PE_FRANCE #abeilles @EPIntergroup_SD @EUBeeWeek @PPE_FR"
"_virginievb","0.0","","https://www.twitter.com/_virginievb/status/923221413045170178","0.0","1.0","58","32.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345932200t  #sulfoxaflor #flupyradifurone"
"Stephan_Gerard","0.0","","https://www.twitter.com/Stephan_Gerard/status/923080109829042177","0.0","1729.0","59","858.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345727190t  #sulfoxaflor #flupyradifurone"
"alainrenaudin","0.0","","https://www.twitter.com/alainrenaudin/status/923080593671323648","0.0","205.0","762","920.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345727264t  #sulfoxaflor #flupyradifurone"
"planetnum","0.0","","https://www.twitter.com/planetnum/status/923080922047672320","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345729067t  #sulfoxaflor #flupyradifurone"
"mathieuhavsali","0.0","","https://www.twitter.com/mathieuhavsali/status/923440888776359937","0.0","10.0","751","1220.0","['8h30politique', 'abeilles']",".@delphinebatho ""Il semble souvent plus facile de protéger les grandes fortunes que les #abeilles ou la santé"" #8h30politique"
"ChristineMarsan","0.0","","https://www.twitter.com/ChristineMarsan/status/923082412774617089","0.0","146.0","292","338.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345734649t  #sulfoxaflor #flupyradifurone"
"pannetier6","0.0","","https://www.twitter.com/pannetier6/status/923083797511282688","0.0","0.0","50","675.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345734630t  #sulfoxaflor #flupyradifurone"
"SphinxStienka","0.0","","https://www.twitter.com/SphinxStienka/status/923128128817520640","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345808429t  #sulfoxaflor #flupyradifurone"
"perretclaude","0.0","","https://www.twitter.com/perretclaude/status/923155408918843393","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345835789t  #sulfoxaflor #flupyradifurone"
"tanguytoulgoet","0.0","","https://www.twitter.com/tanguytoulgoet/status/923636847988953089","0.0","0.0","49","20.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346245687t  #sulfoxaflor #flupyradifurone"
"HeleneRiviere3","0.0","","https://www.twitter.com/HeleneRiviere3/status/923638290141601793","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346244858t  #sulfoxaflor #flupyradifurone"
"Essenienne","0.0","","https://www.twitter.com/Essenienne/status/923216857137664000","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345925592t  #sulfoxaflor #flupyradifurone"
"perbuatan1883","0.0","","https://www.twitter.com/perbuatan1883/status/923244851751251968","0.0","1.0","9","48.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345962076t  #sulfoxaflor #flupyradifurone"
"Satori_Va","0.0","","https://www.twitter.com/Satori_Va/status/923246987461447680","0.0","0.0","1","12.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345964447t  #sulfoxaflor #flupyradifurone"
"Sylpli","0.0","","https://www.twitter.com/Sylpli/status/923096404028985344","0.0","579.0","606","1599.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345765658t  #sulfoxaflor #flupyradifurone"
"CocoLaique","0.0","","https://www.twitter.com/CocoLaique/status/923454697859665921","0.0","54.0","26","206.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346087872t  #sulfoxaflor #flupyradifurone"
"Blutriskell","0.0","","https://www.twitter.com/Blutriskell/status/923450232813309952","0.0","403.0","417","285.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346085255t  #sulfoxaflor #flupyradifurone"
"c2D11","0.0","","https://www.twitter.com/c2D11/status/923090617047158785","0.0","7.0","53","210.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345754406t  #sulfoxaflor #flupyradifurone"
"LesIndignes44","0.0","","https://www.twitter.com/LesIndignes44/status/923089711924764677","0.0","52.0","43","248.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345752298t  #sulfoxaflor #flupyradifurone"
"michmo75","0.0","","https://www.twitter.com/michmo75/status/923097932852813825","0.0","0.0","6","3.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345768305t  #sulfoxaflor #flupyradifurone"
"mrsdaniele","0.0","","https://www.twitter.com/mrsdaniele/status/923098083893874689","0.0","0.0","10","38.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345768212t  #sulfoxaflor #flupyradifurone"
"AnnaTakah","0.0","","https://www.twitter.com/AnnaTakah/status/923134393127927809","0.0","77.0","122","317.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345815282t  #sulfoxaflor #flupyradifurone"
"bbeaujard","0.0","","https://www.twitter.com/bbeaujard/status/923118762496352256","0.0","0.0","13","11.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345797990t  #sulfoxaflor #flupyradifurone"
"RousseauchaH","0.0","","https://www.twitter.com/RousseauchaH/status/923116966713360389","0.0","2.0","36","215.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345795875t  #sulfoxaflor #flupyradifurone"
"Johndi66","0.0","","https://www.twitter.com/Johndi66/status/923122313637318656","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345801692t  #sulfoxaflor #flupyradifurone"
"LetiquetteParis","0.0","","https://www.twitter.com/LetiquetteParis/status/923118126472024064","0.0","155.0","362","637.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345797302t  #sulfoxaflor #flupyradifurone"
"HananZahouani","0.0","","https://www.twitter.com/HananZahouani/status/923655471197761536","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346264633t  #sulfoxaflor #flupyradifurone"
"CTgraph","0.0","","https://www.twitter.com/CTgraph/status/923560829211078656","0.0","0.0","28","100.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346141195t  #sulfoxaflor #flupyradifurone"
"45TPN","0.0","","https://www.twitter.com/45TPN/status/923506466526519301","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346110750t  #sulfoxaflor #flupyradifurone"
"TortueBlanche1","0.0","","https://www.twitter.com/TortueBlanche1/status/923506506930237440","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346110824t  #sulfoxaflor #flupyradifurone"
"fredfangorn","0.0","","https://www.twitter.com/fredfangorn/status/923141563743645697","0.0","36.0","51","247.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345822697t  #sulfoxaflor #flupyradifurone"
"Apiculture84","0.0","","https://www.twitter.com/Apiculture84/status/923505613296095233","0.0","15.0","425","61.0","['abeilles']","Admirez le spectacle d'une colonie d'#abeilles qui se développe ! La petite famille composée de 2 000 individus... http://fb.me/3g3a0ruWM "
"MIBEMOL2B","0.0","","https://www.twitter.com/MIBEMOL2B/status/923177606832300033","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345857333t  #sulfoxaflor #flupyradifurone"
"chautanguy","0.0","","https://www.twitter.com/chautanguy/status/923234631788396544","0.0","12.0","15","79.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345949320t  #sulfoxaflor #flupyradifurone"
"JoelleHuaux","0.0","","https://www.twitter.com/JoelleHuaux/status/923195627999318016","0.0","0.0","31","23.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345893229t  #sulfoxaflor #flupyradifurone"
"elpacox","0.0","","https://www.twitter.com/elpacox/status/923195526174175233","0.0","256.0","124","382.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345892931t  #sulfoxaflor #flupyradifurone"
"GuiGuinox","0.0","","https://www.twitter.com/GuiGuinox/status/923554962608738305","0.0","2064.0","269","364.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346132375t  #sulfoxaflor #flupyradifurone"
"CosmoCosmoBrown","0.0","","https://www.twitter.com/CosmoCosmoBrown/status/923100289418350592","0.0","5550.0","473","711.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']","@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345772564t  #sulfoxaflor #flupyradifurone"
"vale_watteau","0.0","","https://www.twitter.com/vale_watteau/status/923099955216240640","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345771856t  #sulfoxaflor #flupyradifurone"
"FranoiseGuichar","0.0","","https://www.twitter.com/FranoiseGuichar/status/923106581717377024","0.0","101.0","43","39.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345782666t  #sulfoxaflor #flupyradifurone"
"schribille","0.0","","https://www.twitter.com/schribille/status/923103400761479168","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345777489t  #sulfoxaflor #flupyradifurone"
"jicki13","0.0","","https://www.twitter.com/jicki13/status/923629821296631808","1.0","10076.0","587","895.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346238003t  #sulfoxaflor #flupyradifurone"
"johnmcdonald","0.0","","https://www.twitter.com/johnmcdonald/status/923129517656469504","0.0","4.0","265","2163.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345810333t  #sulfoxaflor #flupyradifurone"
"MarcuzzMarcuzzi","0.0","","https://www.twitter.com/MarcuzzMarcuzzi/status/923130423848394753","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345811137t  #sulfoxaflor #flupyradifurone"
"clarissa00142","0.0","","https://www.twitter.com/clarissa00142/status/923130464990322688","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345811357t  #sulfoxaflor #flupyradifurone"
"Peligourmet","0.0","","https://www.twitter.com/Peligourmet/status/923128293511106560","0.0","896.0","1095","2232.0","['abeilles', 'miel']","🌱🐝Olivier vous rapporte ce miel 100% naturel récolté dans le Jura par un apiculteur qu'il connait #abeilles #miel https://goo.gl/V2eKYi "
"Spartacus1960","0.0","","https://www.twitter.com/Spartacus1960/status/923240689449750530","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345957051t  #sulfoxaflor #flupyradifurone"
"M3rgich","0.0","","https://www.twitter.com/M3rgich/status/923602461180530689","0.0","14.0","25","102.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']","Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346196965t  #sulfoxaflor #flupyradifurone"
"Arlaten38","0.0","","https://www.twitter.com/Arlaten38/status/923431822863855616","0.0","702.0","824","1727.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346076101t  #sulfoxaflor #flupyradifurone"
"jhschwers","1.0","","https://www.twitter.com/jhschwers/status/923084868027932674","1.0","1.0","473","1128.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345741001t  #sulfoxaflor #flupyradifurone"
"prigot","0.0","","https://www.twitter.com/prigot/status/923083844877680640","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345738584t  #sulfoxaflor #flupyradifurone"
"jepensedonc3","0.0","","https://www.twitter.com/jepensedonc3/status/923433117116968960","0.0","2322.0","1011","463.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346076689t  #sulfoxaflor #flupyradifurone"
"pascale_henry","0.0","","https://www.twitter.com/pascale_henry/status/923444014304591872","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346081970t  #sulfoxaflor #flupyradifurone"
"possimato","0.0","","https://www.twitter.com/possimato/status/923078824279052294","0.0","6.0","14","19.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345724041t  #sulfoxaflor #flupyradifurone"
"Victorindignado","0.0","","https://www.twitter.com/Victorindignado/status/923321393109970945","0.0","0.0","2","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346037509t  #sulfoxaflor #flupyradifurone"
"fran1280","0.0","","https://www.twitter.com/fran1280/status/923392659498160129","0.0","8.0","26","172.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346062409t  #sulfoxaflor #flupyradifurone"
"Peligourmet","0.0","","https://www.twitter.com/Peligourmet/status/923572624638214146","0.0","896.0","1095","2232.0","['abeilles', 'bee', 'miel']","Découvrez le nouveau miel d’acacia deniché à Montacher-villegardin en bourgogne ! 😋 #miel #bee #abeilles https://goo.gl/At3PWV "
"CrichtonCrais","0.0","","https://www.twitter.com/CrichtonCrais/status/923220403232886784","0.0","406.0","80","51.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345930786t  #sulfoxaflor #flupyradifurone"
"Moon_Lunatik","0.0","","https://www.twitter.com/Moon_Lunatik/status/923363247859929088","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346053820t  #sulfoxaflor #flupyradifurone"
"jacobsander281","0.0","","https://www.twitter.com/jacobsander281/status/923172637655928834","0.0","1949.0","132","446.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345852128t  #sulfoxaflor #flupyradifurone"
"Burgaudeau1","0.0","","https://www.twitter.com/Burgaudeau1/status/923537093707657218","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/346124080t  #sulfoxaflor #flupyradifurone"
"danh00764","0.0","","https://www.twitter.com/danh00764/status/923174883785347072","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345854267t  #sulfoxaflor #flupyradifurone"
"YannickHeywang","0.0","","https://www.twitter.com/YannickHeywang/status/923114372351889408","0.0","18.0","87","348.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345792783t  #sulfoxaflor #flupyradifurone"
"JacquesLoozen","0.0","","https://www.twitter.com/JacquesLoozen/status/923112403478499328","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345790298t  #sulfoxaflor #flupyradifurone"
"Julien_Pierre","1.0","","https://www.twitter.com/Julien_Pierre/status/923109560696664065","0.0","7435.0","679","587.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345786546t  #sulfoxaflor #flupyradifurone"
"pierre_dechamps","0.0","","https://www.twitter.com/pierre_dechamps/status/923093222565535746","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345759393t  #sulfoxaflor #flupyradifurone"
"lamuredominique","0.0","","https://www.twitter.com/lamuredominique/status/923081056906911744","0.0","2.0","14","8.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345730114t  #sulfoxaflor #flupyradifurone"
"littlewineshopp","0.0","","https://www.twitter.com/littlewineshopp/status/923088522474606592","0.0","155.0","465","457.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345749746t  #sulfoxaflor #flupyradifurone"
"CHAVALARIAS1","0.0","","https://www.twitter.com/CHAVALARIAS1/status/923090378366111744","0.0","7.0","49","92.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345752793t  #sulfoxaflor #flupyradifurone"
"isabelletesduc","0.0","","https://www.twitter.com/isabelletesduc/status/923090552610009088","0.0","0.0","10","16.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345754147t  #sulfoxaflor #flupyradifurone"
